,dataset,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10
53,Plane,0.8380952380952381,0.7523809523809524,0.7238095238095238,0.7333333333333333,0.7142857142857143,0.7333333333333333,0.8095238095238095,0.7238095238095238,0.7904761904761904,0.8095238095238095
54,ProximalPhalanxOutlineCorrect,0.7147766323024055,0.7216494845360825,0.7560137457044673,0.7628865979381443,0.7147766323024055,0.738831615120275,0.7628865979381443,0.7250859106529209,0.7147766323024055,0.7663230240549829
55,ProximalPhalanxOutlineAgeGroup,0.7658536585365854,0.751219512195122,0.7853658536585366,0.7560975609756098,0.7414634146341463,0.7268292682926829,0.7804878048780488,0.7560975609756098,0.7414634146341463,0.751219512195122
56,ProximalPhalanxTW,0.6487804878048781,0.6926829268292682,0.6682926829268293,0.6536585365853659,0.6634146341463415,0.6536585365853659,0.6829268292682927,0.6390243902439025,0.6439024390243903,0.6926829268292682
57,RefrigerationDevices,0.4933333333333333,0.448,0.496,0.392,0.4293333333333333,0.4213333333333333,0.4533333333333333,0.416,0.4453333333333333,0.448
58,ScreenType,0.3893333333333333,0.3653333333333333,0.3706666666666666,0.3786666666666666,0.36,0.392,0.3253333333333333,0.384,0.384,0.3573333333333333
59,ShapeletSim,0.5222222222222223,0.5222222222222223,0.5277777777777778,0.5833333333333334,0.5277777777777778,0.5333333333333333,0.4833333333333333,0.4944444444444444,0.4611111111111111,0.5111111111111111
60,ShapesAll,0.345,0.3616666666666667,0.345,0.38,0.4083333333333333,0.335,0.4016666666666666,0.3483333333333333,0.3233333333333333,0.4333333333333333
61,SmallKitchenAppliances,0.5146666666666667,0.5306666666666666,0.56,0.496,0.5386666666666666,0.4773333333333333,0.5653333333333334,0.5306666666666666,0.528,0.464
62,SonyAIBORobotSurface1,0.7038269550748752,0.6788685524126455,0.6688851913477537,0.6638935108153078,0.7221297836938436,0.6589018302828619,0.6821963394342762,0.6605657237936772,0.8585690515806988,0.632279534109817
63,SonyAIBORobotSurface2,0.7471143756558237,0.7922350472193075,0.7145855194123819,0.6810073452256034,0.7628541448058762,0.7670514165792235,0.6537250786988458,0.7051416579223505,0.727177334732424,0.7397691500524659
64,StarLightCurves,0.9211996114618748,0.9153715395823216,0.9119718309859156,0.9052938319572608,0.9176784847013112,0.908450704225352,0.9156143759106362,0.9055366682855756,0.9140359397765906,0.8899951432734337
65,Strawberry,0.8864864864864865,0.8351351351351352,0.8297297297297297,0.8675675675675676,0.8567567567567568,0.8486486486486486,0.8621621621621621,0.8810810810810811,0.8540540540540541,0.8810810810810811
66,SwedishLeaf,0.6832,0.6656,0.6736,0.7344,0.7072,0.7168,0.6768,0.6608,0.6368,0.6896
67,Symbols,0.528643216080402,0.7286432160804021,0.6472361809045226,0.6361809045226131,0.6864321608040201,0.5969849246231156,0.5517587939698493,0.6492462311557788,0.5658291457286432,0.549748743718593
68,SyntheticControl,0.8666666666666667,0.8866666666666667,0.8766666666666667,0.92,0.8766666666666667,0.9,0.86,0.8933333333333333,0.84,0.88
69,ToeSegmentation1,0.5964912280701754,0.6798245614035088,0.7324561403508771,0.7236842105263158,0.6929824561403509,0.6447368421052632,0.631578947368421,0.6798245614035088,0.6754385964912281,0.6622807017543859
70,ToeSegmentation2,0.5615384615384615,0.6461538461538462,0.7230769230769231,0.7230769230769231,0.6307692307692307,0.5923076923076923,0.6846153846153846,0.7307692307692307,0.8076923076923077,0.8307692307692308
71,Trace,0.86,0.84,0.89,0.96,0.99,0.91,0.94,0.93,0.91,0.82
72,TwoLeadECG,0.6338893766461808,0.6619841966637401,0.659350307287094,0.8191395961369623,0.7778753292361721,0.8033362598770851,0.7295873573309921,0.8173836698858647,0.6435469710272168,0.8683055311676909
73,TwoPatterns,0.93425,0.9385,0.94375,0.95575,0.92525,0.90775,0.945,0.94275,0.95375,0.9475
74,UWaveGestureLibraryX,0.5569514237855946,0.5689558905639308,0.5496929089893914,0.5114461194863205,0.5614182021217197,0.5773310999441653,0.5829145728643216,0.5918481295365717,0.5675600223338917,0.5636515912897823
75,UWaveGestureLibraryY,0.4715242881072027,0.48464544946957,0.4796203238414294,0.4773869346733668,0.4720826353992183,0.4868788386376326,0.470965940815187,0.4302065884980457,0.5019542155220548,0.4958123953098827
76,UWaveGestureLibraryZ,0.5100502512562815,0.5237297599106644,0.5226130653266332,0.516750418760469,0.5318257956448911,0.5245672808486879,0.5321049692908989,0.5404801786711334,0.5404801786711334,0.5178671133445003
77,UWaveGestureLibraryAll,0.5572305974316024,0.5739810161920714,0.5619765494137353,0.5508096035734227,0.5561139028475712,0.5597431602456728,0.5605806811836963,0.5633724176437744,0.5692350642099386,0.5628140703517588
78,Wafer,0.9615509409474368,0.95554834523037,0.9561972744970798,0.968040233614536,0.9604153147306944,0.9589552238805972,0.9558728098637248,0.95360155743024,0.9704737183646982,0.9669046073977936
79,Wine,0.4444444444444444,0.5,0.6296296296296297,0.5740740740740741,0.5,0.4259259259259259,0.6111111111111112,0.4444444444444444,0.4814814814814814,0.4814814814814814
80,WordSynonyms,0.3322884012539185,0.3510971786833856,0.3557993730407524,0.3040752351097178,0.3119122257053291,0.3510971786833856,0.3072100313479624,0.2978056426332288,0.3401253918495298,0.3432601880877743
81,Worms,0.6103896103896104,0.6753246753246753,0.5714285714285714,0.6623376623376623,0.5974025974025974,0.5454545454545454,0.5844155844155844,0.5584415584415584,0.7012987012987013,0.6623376623376623
82,WormsTwoClass,0.6623376623376623,0.6233766233766234,0.7272727272727273,0.6883116883116883,0.7272727272727273,0.7402597402597403,0.7272727272727273,0.6103896103896104,0.7142857142857143,0.8051948051948052
83,Yoga,0.6203333333333333,0.6266666666666667,0.5876666666666667,0.5983333333333334,0.6156666666666667,0.6093333333333333,0.6176666666666667,0.6173333333333333,0.6556666666666666,0.646
